0.75, 0.35
0.91, 0.74
0.8, 0.295
0.795, 0.355
0.635, 0.295
0.72, 0.13
0.685, 0.43
0.72, 0.285
0.8, 0.41
0.74, 0.235
0.635, 0.29
0.69, 0.34
0.735, 0.41
0.76, 0.23
0.735, 0.315
0.7, 0.455
0.69, 0.25
0.745, 0.285
0.73, 0.315
0.76, 0.25
0.695, 0.28
0.7, 0.2
0.76, 0.245
0.755, 0.395
0.72, 0.32
0.675, 0.245
0.795, 0.315
0.76, 0.345
0.745, 0.28
0.75, 0.31
0.73, 0.305
0.76, 0.465
0.7, 0.32
0.915, 0.71
0.76, 0.3
0.765, 0.36
0.69, 0.22
0.875, 0.4
0.715, 0.455
0.65, 0.395
0.73, 0.255
0.715, 0.35
0.775, 0.32
0.685, 0.42
0.79, 0.285
0.705, 0.295
0.59, 0.32
0.655, 0.23
0.71, 0.3
0.725, 0.43
0.775, 0.395
0.675, 0.295
0.625, 0.425
0.755, 0.415
0.69, 0.315
0.73, 0.495
0.76, 0.3
0.71, 0.245
0.595, 0.185
0.72, 0.31
0.745, 0.37
0.705, 0.24
0.7, 0.245
0.715, 0.31
0.74, 0.385
0.885, 0.425
0.74, 0.21
0.67, 0.35
0.75, 0.375
0.715, 0.265
0.71, 0.24
0.795, 0.275
0.74, 0.31
0.715, 0.285
0.78, 0.285
0.7, 0.375
0.89, 0.43
0.675, 0.33
0.73, 0.225
0.675, 0.22
0.645, 0.32
0.715, 0.39
0.745, 0.415
0.805, 0.3
0.735, 0.34
0.785, 0.315
0.7, 0.47
0.79, 0.46
0.76, 0.33
0.68, 0.355
0.7, 0.23
0.765, 0.295
0.7, 0.285
0.735, 0.195
0.765, 0.42
0.83, 0.39
0.715, 0.335
0.7, 0.395
0.77, 0.315
0.715, 0.325
0.715, 0.23
0.635, 0.26
0.66, 0.335
0.775, 0.36
0.715, 0.245
0.685, 0.28
0.79, 0.41
0.65, 0.345
0.74, 0.24
0.675, 0.24
0.72, 0.25
0.68, 0.38
0.675, 0.27
0.605, 0.165
0.715, 0.24
0.755, 0.315
0.76, 0.345
0.83, 0.57
0.675, 0.205
0.705, 0.25
0.74, 0.195
0.74, 0.26
0.715, 0.335
0.835, 0.29
0.77, 0.175
0.685, 0.405
0.64, 0.4
0.81, 0.265
0.71, 0.41
0.78, 0.385
0.8, 0.245
0.805, 0.455
0.685, 0.34
0.71, 0.385
0.71, 0.49
0.7, 0.4
0.72, 0.28
0.745, 0.25
0.79, 0.285
0.805, 0.395
0.71, 0.16
0.735, 0.415
0.715, 0.345
0.625, 0.255
0.77, 0.26
0.755, 0.345
0.685, 0.475
0.75, 0.38
0.695, 0.395
0.735, 0.39
0.7, 0.175
0.735, 0.245
0.72, 0.295
0.76, 0.24
0.695, 0.415
0.785, 0.435
0.77, 0.38
0.79, 0.335
0.68, 0.41
0.73, 0.205
0.715, 0.27
0.91, 0.53
0.72, 0.37
0.675, 0.245
0.82, 0.365
0.765, 0.38
0.745, 0.46
0.73, 0.4
0.675, 0.39
0.735, 0.345
0.725, 0.44
0.69, 0.225
0.71, 0.22
0.695, 0.495
0.77, 0.31
0.735, 0.36
0.725, 0.255
0.68, 0.325
0.735, 0.285
0.68, 0.225
0.805, 0.235
0.71, 0.255
0.805, 0.37
0.645, 0.325
0.89, 0.435
0.745, 0.41
0.79, 0.33
0.75, 0.395
0.69, 0.35
0.775, 0.45
0.735, 0.28
0.805, 0.33
0.745, 0.3
0.7, 0.32
0.765, 0.355
0.685, 0.405
0.68, 0.4
0.71, 0.2
0.68, 0.46
0.68, 0.37
0.695, 0.225
0.69, 0.215
0.74, 0.295
0.75, 0.29
0.705, 0.43
0.695, 0.27
0.63, 0.34
0.735, 0.4
0.73, 0.39
0.725, 0.22
0.74, 0.245
0.795, 0.3
0.78, 0.32
0.765, 0.41
0.72, 0.36
0.735, 0.31
0.66, 0.27
0.665, 0.185
0.665, 0.32
0.665, 0.305
0.8, 0.265
0.765, 0.38
0.69, 0.415
0.78, 0.46
0.78, 0.395
0.71, 0.25
0.73, 0.265
0.7, 0.31
0.705, 0.145
0.71, 0.31
0.725, 0.42
0.68, 0.275
0.715, 0.2
0.705, 0.23
0.755, 0.295
0.8, 0.465
0.63, 0.31
0.77, 0.235
0.775, 0.21
0.69, 0.325
0.775, 0.35
0.745, 0.26
0.75, 0.39
0.78, 0.405
0.625, 0.165
0.7, 0.36
0.76, 0.395
0.785, 0.305
0.6, 0.295
0.71, 0.235
0.74, 0.32
0.735, 0.225
0.69, 0.32
0.685, 0.28
0.725, 0.33
0.775, 0.29
0.74, 0.41
0.945, 0.63
0.74, 0.245
0.675, 0.25
0.755, 0.39
0.7, 0.335
0.705, 0.345
0.74, 0.28
0.695, 0.33
0.73, 0.335
0.755, 0.355
0.695, 0.14
0.73, 0.48
0.76, 0.405
0.685, 0.32
0.7, 0.25
0.795, 0.32
0.755, 0.545
0.765, 0.32
0.77, 0.415
0.73, 0.37
0.795, 0.435
0.74, 0.255
0.75, 0.245
0.605, 0.39
0.625, 0.235
0.72, 0.34
0.715, 0.46
0.72, 0.22
0.805, 0.3
0.695, 0.325
0.725, 0.25
0.77, 0.375
0.72, 0.35
0.685, 0.345
0.7, 0.35
0.73, 0.535
0.7, 0.35
0.78, 0.475
0.65, 0.32
0.775, 0.415
0.8, 0.27
0.755, 0.245
0.695, 0.265
0.715, 0.455
0.635, 0.155
0.745, 0.32
0.72, 0.26
0.645, 0.265
0.805, 0.33
0.715, 0.285
0.685, 0.26
0.74, 0.255
0.715, 0.475
0.685, 0.26
0.87, 0.325
0.685, 0.235
0.845, 0.49
0.7, 0.4
0.76, 0.505
0.675, 0.325
0.69, 0.37
0.675, 0.325
0.735, 0.3
0.72, 0.365
0.745, 0.24
0.765, 0.225
0.585, 0.165
0.695, 0.355
0.765, 0.205
0.7, 0.475
0.7, 0.38
0.73, 0.315
0.73, 0.185
0.725, 0.235
0.66, 0.195
0.775, 0.36
0.735, 0.215
0.64, 0.27
0.725, 0.385
0.7, 0.345
0.735, 0.365
0.66, 0.405
0.86, 0.34
0.74, 0.315
0.635, 0.235
0.685, 0.44
0.66, 0.37
0.86, 0.61
0.705, 0.325
0.76, 0.51
0.665, 0.375
0.64, 0.405
0.78, 0.285
0.745, 0.325
0.745, 0.355
0.69, 0.16
0.855, 0.355
0.905, 0.715
0.705, 0.465
0.74, 0.335
0.725, 0.295
0.78, 0.32
0.755, 0.35
0.7, 0.34
0.735, 0.385
0.695, 0.35
0.725, 0.2
0.885, 0.285
0.745, 0.245
0.805, 0.455
0.755, 0.335
0.735, 0.32
0.755, 0.315
0.64, 0.41
0.725, 0.36
0.73, 0.38
0.725, 0.21
0.735, 0.41
0.73, 0.195
0.75, 0.235
0.81, 0.325
0.72, 0.375
0.685, 0.395
0.715, 0.15
0.705, 0.365
0.755, 0.345
0.675, 0.285
0.77, 0.3
0.73, 0.31
0.745, 0.36
0.905, 0.59
0.725, 0.285
0.695, 0.25
0.82, 0.37
0.675, 0.4
0.735, 0.39
0.74, 0.375
0.715, 0.21
0.675, 0.415
0.695, 0.275
0.72, 0.385
0.67, 0.375
0.67, 0.325
0.675, 0.31
0.64, 0.215
0.73, 0.345
0.705, 0.28
0.69, 0.24
0.83, 0.455
0.875, 0.47
0.72, 0.375
0.72, 0.36
0.655, 0.235
0.815, 0.525
0.69, 0.3
0.71, 0.345
0.805, 0.38
0.645, 0.245
0.67, 0.305
0.75, 0.31
0.745, 0.33
0.71, 0.28
0.72, 0.405
0.74, 0.31
0.855, 0.425
0.705, 0.45
0.71, 0.49
0.655, 0.36
0.715, 0.31
0.735, 0.275
0.72, 0.485
0.74, 0.4
0.745, 0.325
0.79, 0.435
0.69, 0.175
0.74, 0.525
0.75, 0.195
0.795, 0.48
0.69, 0.3
0.705, 0.445
0.645, 0.305
0.765, 0.24
0.73, 0.275
0.675, 0.22
0.645, 0.385
0.685, 0.315
0.95, 0.58
0.665, 0.295
0.71, 0.365
0.745, 0.29
0.72, 0.225
0.675, 0.225
0.67, 0.17
0.725, 0.235
0.66, 0.275
0.79, 0.245
0.65, 0.305
0.765, 0.215
0.735, 0.255
0.745, 0.325
0.635, 0.16
0.675, 0.34
0.77, 0.37
0.905, 0.51
0.785, 0.36
0.725, 0.295
0.73, 0.285
0.75, 0.435
0.7, 0.3
0.675, 0.33
0.76, 0.445
0.76, 0.17
0.715, 0.415
0.79, 0.235
0.625, 0.2
0.74, 0.325
0.645, 0.34
0.72, 0.425
0.745, 0.33
0.775, 0.29
0.71, 0.42
0.715, 0.22
0.685, 0.24
0.72, 0.27
0.655, 0.49
0.74, 0.3
0.715, 0.275
0.735, 0.155
0.765, 0.32
0.67, 0.345
0.895, 0.35
0.665, 0.505
0.685, 0.305
0.76, 0.33
0.685, 0.435
0.76, 0.255
0.695, 0.185
0.77, 0.33
0.875, 0.4
0.73, 0.27
0.71, 0.375
0.625, 0.41
0.695, 0.475
0.66, 0.415
0.73, 0.3
0.785, 0.44
0.705, 0.435
0.69, 0.2
0.74, 0.45
0.75, 0.5
0.725, 0.395
0.63, 0.38
0.735, 0.225
0.7, 0.36
0.68, 0.31
0.745, 0.29
0.775, 0.405
0.74, 0.245
0.67, 0.27
0.76, 0.32
0.585, 0.315
0.91, 0.515
0.7, 0.23
0.915, 0.48
0.69, 0.34
0.725, 0.435
0.805, 0.305
0.755, 0.445
0.645, 0.4
0.785, 0.275
0.75, 0.315
0.745, 0.35
0.705, 0.19
0.635, 0.335
0.725, 0.48
0.84, 0.415
0.745, 0.435
0.785, 0.45
0.705, 0.28
0.755, 0.195
0.73, 0.595
0.755, 0.21
0.685, 0.325
0.75, 0.265
0.67, 0.305
0.635, 0.34
0.69, 0.425
0.69, 0.3
0.92, 0.69
0.76, 0.265
0.73, 0.43
0.715, 0.235
0.755, 0.28
0.675, 0.28
0.75, 0.445
0.895, 0.62
0.745, 0.37
0.73, 0.325
0.725, 0.335
0.725, 0.34
0.915, 0.56
0.695, 0.375
0.72, 0.235
0.665, 0.255
0.73, 0.355
0.745, 0.305
0.805, 0.385
0.705, 0.27
0.75, 0.35
0.745, 0.25
0.7, 0.315
0.655, 0.215
0.68, 0.265
0.725, 0.33
0.735, 0.47
0.74, 0.24
0.72, 0.23
0.665, 0.34
0.72, 0.24
0.69, 0.385
0.715, 0.365
0.745, 0.335
0.78, 0.22
0.74, 0.4
0.695, 0.315
0.7, 0.23
0.75, 0.255
0.88, 0.5
0.71, 0.59
0.74, 0.355
0.735, 0.255
0.76, 0.395
0.77, 0.24
0.78, 0.255
0.785, 0.28
0.74, 0.315
0.75, 0.3
0.695, 0.28
0.695, 0.335
0.68, 0.3
0.78, 0.33
0.78, 0.32
0.695, 0.305
0.72, 0.395
0.77, 0.36
0.635, 0.27
0.725, 0.275
0.71, 0.225
0.77, 0.425
0.68, 0.475
0.77, 0.275
0.68, 0.29
0.73, 0.29
0.73, 0.15
0.74, 0.44
0.72, 0.4
0.705, 0.265
0.705, 0.225
0.76, 0.39
0.755, 0.43
0.725, 0.275
0.765, 0.4
0.71, 0.21
0.755, 0.305
0.685, 0.27
0.695, 0.37
0.735, 0.27
0.765, 0.465
0.72, 0.295
0.755, 0.37
0.705, 0.415
0.725, 0.295
0.745, 0.445
0.71, 0.33
0.745, 0.38
0.665, 0.35
0.615, 0.26
0.63, 0.37
0.765, 0.445
0.785, 0.405
0.765, 0.275
0.765, 0.335
0.73, 0.33
0.68, 0.275
0.715, 0.255
0.785, 0.4
0.725, 0.4
0.67, 0.335
0.745, 0.33
0.735, 0.325
0.785, 0.33
0.725, 0.255
0.74, 0.255
0.675, 0.355
0.79, 0.34
0.705, 0.335
0.72, 0.225
0.64, 0.19
0.745, 0.165
0.78, 0.25
0.71, 0.4
0.72, 0.18
0.755, 0.28
0.745, 0.46
0.735, 0.34
0.675, 0.345
0.755, 0.345
0.615, 0.345
0.715, 0.255
0.785, 0.23
0.705, 0.385
0.74, 0.24
0.765, 0.41
0.76, 0.29
0.695, 0.345
0.77, 0.37
0.69, 0.26
0.63, 0.225
0.72, 0.24
0.7, 0.23
0.645, 0.415
0.785, 0.225
0.69, 0.235
0.72, 0.26
0.77, 0.29
0.735, 0.305
0.73, 0.27
0.725, 0.245
0.685, 0.49
0.725, 0.36
0.735, 0.31
0.73, 0.26
0.79, 0.325
0.745, 0.38
0.77, 0.34
0.705, 0.21
0.765, 0.22
0.655, 0.28
0.745, 0.4
0.725, 0.475
0.75, 0.41
0.775, 0.285
0.7, 0.23
0.75, 0.34
0.685, 0.235
0.76, 0.18
0.725, 0.26
0.86, 0.495
0.74, 0.305
0.72, 0.24
0.735, 0.295
0.76, 0.395
0.89, 0.58
0.575, 0.24
0.75, 0.315
0.69, 0.2
0.675, 0.325
0.815, 0.3
0.66, 0.4
0.735, 0.405
0.765, 0.39
0.705, 0.44
0.745, 0.315
0.785, 0.3
0.69, 0.27
0.79, 0.465
0.69, 0.28
0.835, 0.34
0.67, 0.315
0.725, 0.245
0.72, 0.24
0.695, 0.27
0.785, 0.24
0.85, 0.56
0.78, 0.435
0.76, 0.4
0.675, 0.26
0.745, 0.335
0.765, 0.335
0.755, 0.28
0.645, 0.355
0.76, 0.385
0.8, 0.34
0.755, 0.255
0.765, 0.26
0.735, 0.325
0.755, 0.37
0.705, 0.42
0.79, 0.395
0.765, 0.175
0.71, 0.445
0.705, 0.35
0.74, 0.48
0.775, 0.17
0.865, 0.415
0.735, 0.29
0.72, 0.265
0.645, 0.135
0.695, 0.395
0.765, 0.26
0.83, 0.325
0.69, 0.31
0.725, 0.24
0.705, 0.455
0.68, 0.23
0.695, 0.285
0.725, 0.315
0.775, 0.425
